COOP,Name,Latitude,Longitude,Elevation,ObsDate,Time,MxTmp,MnTmp,AvTmp,Precip,Snwfl,Snwdp
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-03-25,06:00,39,28,34,0.77,7.0,65
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-03-26,06:00,36,17,26,0.00,0.0,62
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-03-27,06:00,42,22,32,0.00,0.0,57
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-03-28,06:00,25,19,22,0.63,12.0,66
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-03-29,06:00,31,21,26,0.40,5.0,69
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-03-30,06:00,33,22,28,0.80,6.0,75
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-03-31,06:00,47,31,39,2.30,5.0,70
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-01,06:00,36,30,33,1.74,6.0,74
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-02,06:00,38,29,34,0.51,5.0,77
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-03,06:00,45,26,36,0.00,0.0,72
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-04,06:00,50,29,40,0.00,0.0,67
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-05,06:00,46,33,40,0.00,0.0,65
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-06,06:00,55,33,44,0.25,0.0,63
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-07,06:00,50,31,40,1.04,1.0,62
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-08,06:00,37,31,34,0.75,6.0,65
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-09,06:00,41,26,34,0.00,0.0,62
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-10,06:00,54,28,41,0.00,0.0,60
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-11,06:00,44,29,36,0.00,0.0,59
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-12,06:00,40,25,32,0.00,0.0,58
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-13,06:00,45,29,37,0.22,0.0,57
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-14,06:00,43,31,37,0.63,3.0,59
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-15,06:00,42,33,38,0.23,0.0,58
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-16,06:00,48,29,38,0.00,0.0,57
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-17,06:00,59,28,44,0.26,1.0,56
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-18,06:00,36,28,32,0.18,1.0,56
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-19,06:00,39,17,28,0.00,0.0,55
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-20,06:00,52,25,38,0.00,0.0,53
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-21,06:00,54,27,40,0.00,0.0,48
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-22,06:00,61,35,48,0.00,0.0,44
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-23,06:00,53,31,42,0.00,0.0,40
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-24,06:00,60,26,43,0.00,0.0,36
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-25,06:00,62,30,46,0.00,0.0,31
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-26,06:00,59,31,45,0.00,0.0,30
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-27,06:00,63,31,47,0.00,0.0,24
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-28,06:00,69,33,51,0.00,0.0,20
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-29,06:00,66,34,50,0.00,0.0,18
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-04-30,06:00,70,35,52,0.00,0.0,17
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-01,06:00,66,36,51,0.00,0.0,16
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-02,06:00,59,32,46,0.18,0.0,15
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-03,06:00,50,36,43,0.03,0.0,13
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-04,06:00,54,32,43,0.00,0.0,12
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-05,06:00,61,33,47,0.00,0.0,11
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-06,06:00,62,34,48,0.00,0.0,10
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-07,06:00,47,31,39,0.27,2.0,12
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-08,06:00,45,31,38,0.35,0.0,9
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-09,06:00,46,28,37,0.00,0.0,8
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-10,06:00,61,29,45,0.00,0.0,6
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-11,06:00,68,33,50,0.00,0.0,4
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-12,06:00,79,37,58,0.00,0.0,2
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-13,06:00,80,44,62,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-14,06:00,74,41,58,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-15,06:00,65,34,50,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-16,06:00,66,34,50,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-17,06:00,65,32,48,1.27,1.0,1
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-18,06:00,40,31,36,1.05,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-19,06:00,49,29,39,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-20,06:00,50,31,40,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-21,06:00,61,35,48,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-22,06:00,59,38,48,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-23,06:00,68,37,52,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-24,06:00,55,40,48,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-25,06:00,68,41,54,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-26,06:00,57,33,45,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-27,06:00,58,33,46,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-28,06:00,57,30,44,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-29,06:00,72,37,54,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-30,06:00,80,43,62,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-05-31,06:00,82,41,62,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-01,06:00,78,43,60,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-02,06:00,63,37,50,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-03,06:00,49,39,44,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-04,06:00,59,36,48,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-05,06:00,74,41,58,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-06,06:00,77,49,63,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-07,06:00,85,47,66,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-08,06:00,79,46,62,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-09,06:00,71,46,58,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-10,06:00,52,41,46,0.39,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-11,06:00,52,41,46,0.39,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-12,06:00,55,39,47,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-13,06:00,61,47,54,0.05,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-14,06:00,63,51,57,0.66,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-15,06:00,69,52,60,0.91,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-16,06:00,62,50,56,2.05,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-17,06:00,53,43,48,0.70,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-18,06:00,52,42,47,0.12,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-19,06:00,58,42,50,0.10,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-20,06:00,59,39,49,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-21,06:00,67,39,53,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-22,06:00,64,39,52,0.56,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-23,06:00,55,36,46,0.21,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-24,06:00,58,42,50,0.40,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-25,06:00,52,42,47,1.50,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-26,06:00,60,41,50,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-27,06:00,57,34,46,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-28,06:00,57,33,45,0.02,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-29,06:00,60,33,46,0.02,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-06-30,06:00,64,33,48,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-01,06:00,69,33,51,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-02,06:00,62,34,48,0.08,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-03,06:00,61,40,50,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-04,06:00,62,40,51,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-05,06:00,75,47,61,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-06,06:00,69,42,56,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-07,06:00,78,43,60,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-08,06:00,83,47,65,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-09,06:00,89,52,70,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-10,06:00,70,48,59,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-11,06:00,61,43,52,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-12,06:00,63,47,55,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-13,06:00,65,48,56,0.03,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-14,06:00,55,43,49,0.03,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-15,06:00,54,41,48,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-16,06:00,62,39,50,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-17,06:00,76,46,61,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-18,06:00,73,42,58,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-19,06:00,75,45,60,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-20,06:00,88,51,70,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-21,06:00,88,47,68,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-22,06:00,60,40,50,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-23,06:00,70,45,58,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-24,06:00,70,45,58,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-25,06:00,70,43,56,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-26,06:00,71,43,57,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-27,06:00,67,40,54,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-28,06:00,69,42,56,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-29,06:00,83,47,65,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-30,06:00,74,48,61,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-07-31,06:00,73,47,60,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-01,06:00,81,49,65,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-02,06:00,83,49,66,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-03,06:00,78,48,63,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-04,06:00,70,39,54,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-05,06:00,67,43,55,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-06,06:00,57,44,50,0.08,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-07,06:00,55,42,48,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-08,06:00,66,40,53,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-09,06:00,78,42,60,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-10,06:00,84,48,66,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-11,06:00,61,37,49,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-12,06:00,62,42,52,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-13,06:00,60,35,48,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-14,06:00,68,41,54,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-15,06:00,69,40,54,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-16,06:00,67,39,53,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-17,06:00,74,46,60,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-18,06:00,81,51,66,0.05,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-19,06:00,62,48,55,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-20,06:00,63,40,52,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-21,06:00,70,41,56,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-22,06:00,66,39,52,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-23,06:00,75,43,59,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-24,06:00,78,44,61,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-25,06:00,72,42,57,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-26,06:00,70,49,60,0.59,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-27,06:00,57,37,47,0.04,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-28,06:00,75,41,58,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-29,06:00,82,47,64,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-30,06:00,74,44,59,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-08-31,06:00,65,45,55,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-09-01,06:00,65,51,58,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-09-02,06:00,71,57,64,0.08,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-09-03,06:00,70,47,58,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-09-04,06:00,73,47,60,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-09-05,06:00,73,54,64,0.20,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-09-06,06:00,55,46,50,0.35,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-09-07,06:00,50,40,45,0.51,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-09-08,06:00,55,36,46,0.00,0.0,0
457781,Snoqualmie Pass,47.416667,-121.416667,3022,1931-09-09,06:00,55,42,48,0.10,0.0,0
